idx,variant,dataset_name,question_id,question,gold_answer,pred_answer,raw_output,has_answer_tag
100,standard,tgqa_split_train,story191_Q1_3,"Given the following five events: (Emily Evans was married to Megan Johnson), (Megan Johnson died in Green Valley, Ohio), (Emily Evans was born in Portland, Oregon), (Emily Evans died in Green Valley, Ohio), (Megan Johnson was married to Emily Evans). Which event is the first one in chronological order?","Emily Evans was born in Portland,Oregon","Emily Evans was born in Portland, Oregon","<answer> Emily Evans was born in Portland, Oregon </answer>",True
101,standard,tgqa_split_train,story190_Q1_0,"Given the following five events: (Alex Evans (actor) won prize Champion Award in Biology or Science), (Alex Evans (actor) won prize Greenville Award), (Alex Evans (actor) was born in San Francisco), (Alex Evans (actor) studied in Lancaster University), (Alex Evans (actor) won prize Member of the National Academy). Which event is the first one in chronological order?",Alex Evans (actor) was born in San Francisco,Alex Evans (actor) was born in San Francisco,<answer> Alex Evans (actor) was born in San Francisco </answer>,True
102,standard,tgqa_split_train,story281_Q5_0,True or false: event (Sophia Parker died in Greenwood) and event (Sophia Parker won prize Champion Award in Biology or Science) started at the same year?,False,false,<answer> false </answer>,True
103,standard,tgqa_split_train,story124_Q4_0,When did the event (Lucas Prescott died in Oceanview) start?,1990,1990,<answer> 1990 </answer>,True
104,standard,tgqa_split_train,story422_Q1_1,"Given the following five events: (Emma Johnson was married to Samuel Cooper), (Samuel Cooper was married to Emma Johnson), (Samuel Cooper died in Eastonville, Oregon), (Emma Johnson was born in Bristol, Connecticut), (Emma Johnson died in Brookville Heights, Boston). Which event is the second one in chronological order?",Emma Johnson was married to Samuel Cooper,1962,<answer> 1962 </answer>,True
105,standard,tgqa_split_train,story275_Q1_3,"Given the following five events: (Samuel Johnson (footballer) played for Northwood United), (Samuel Johnson (footballer) played for S.D. Portsmouth), (Samuel Johnson (footballer) played for Redwood City F.C.), (Samuel Johnson (footballer) was born in Austin), (Samuel Johnson (footballer) played for F.C. Thunderbird). Which event is the third one in chronological order?",Samuel Johnson (footballer) played for Northwood United,(Samuel Johnson (footballer) played for Redwood City F.C.),<answer> (Samuel Johnson (footballer) played for Redwood City F.C.) </answer>,True
106,standard,tgqa_split_train,story168_Q1_1,"Given the following five events: (Noah Turner was married to Abigail Hopkins), (Abigail Hopkins was married to Noah Turner), (Noah Turner was born in Oakland, Florida), (Samuel Collins was born in Meadowland, Vermont), (Abigail Hopkins was married to Samuel Collins). Which event is the fifth one in chronological order?",Abigail Hopkins was married to Samuel Collins,"(Noah Turner was born in Oakland, Florida)","<answer> (Noah Turner was born in Oakland, Florida) </answer>",True
107,standard,tgqa_split_train,story341_Q4_0,When did the event (Jeffrey Wright was born in Oceanview) start?,1932,1932,<answer> 1932 </answer>,True
108,standard,tgqa_split_train,story175_Q2_0,How long did the event (Kyle Anderson studied in London College) last?,2,2 years,<answer> 2 years </answer>,True
109,standard,tgqa_split_train,story428_Q1_1,"Given the following five events: (Sophia Collins was born in Denver), (Sophia Collins won prize Oceanview Prize in Biochemistry), (Sophia Collins worked at California University of Science and Technology), (Sophia Collins won prize Oliver H. Richardson Prize), (Sophia Collins worked at Greenfield College). Which event is the first one in chronological order?",Sophia Collins was born in Denver,Sophia Collins was born in Denver,<answer> Sophia Collins was born in Denver </answer>,True
110,standard,tgqa_split_train,story111_Q3_0,How much time passed between the start of event (Liam Wilson was born in Slovan City) and the start of event (Emma Roberts was married to Jordan Thompson)?,48,43,<answer> 43 </answer>,True
111,standard,tgqa_split_train,story94_Q7_0,"What happened right before the event (Emma Thompson died in Brookville Heights, Boston) starts?",Emma Thompson was married to Lucas Franklin,Lucas Franklin died in Oceanview,<answer> Lucas Franklin died in Oceanview </answer>,True
112,standard,tgqa_split_train,story6_Q1_0,"Given the following five events: (Charlie Foster was married to Olivia Taylor), (Olivia Taylor was married to Charlie Foster), (Olivia Taylor died in Astonville, Alabama), (Olivia Taylor was born in Denver), (Charlie Foster was born in San Francisco). Which event is the first one in chronological order?",Charlie Foster was born in San Francisco,(Charlie Foster was born in San Francisco),<answer> (Charlie Foster was born in San Francisco) </answer>,True
113,standard,tgqa_split_train,story73_Q8_0,True or false: event (Brian Smith played for Crimsonville national under-16 soccer club) was longer in duration than event (Brian Smith played for Rockville United (Manchester))?,False,false,<answer> false </answer>,True
114,standard,tgqa_split_train,story99_Q8_0,True or false: event (Oliver Thompson was married to Liam Thompson) was longer in duration than event (Andrew Mitchell was married to Oliver Thompson)?,True,false,<answer> false </answer>,True
115,standard,tgqa_split_train,story340_Q6_0,True or false: event (Charlie Watson played for Hillside United F.C.) was still happening when event (Charlie Watson played for Washington Wizards junior baseball team) started?,True,,false,False
116,standard,tgqa_split_train,story362_Q0_0,"Which event started first, (Sophia Anderson died in Oceanview) or (Oliver Hudson won prize Winslow Award for Theatre)?",Oliver Hudson won prize Winslow Award for Theatre,,Sophia Anderson died in Oceanview,False
117,standard,tgqa_split_train,story22_Q1_0,"Given the following five events: (Dylan Dawson studied in Washington Law Academy), (Dylan Dawson worked at Sunset University, Manchester School of Law), (Dylan Dawson was born in Denver), (Dylan Dawson studied in Valley State University), (Dylan Dawson worked at Cleveland University School of Law). Which event is the first one in chronological order?",Dylan Dawson was born in Denver,Dylan Dawson was born in Denver,<answer> Dylan Dawson was born in Denver </answer>,True
118,standard,tgqa_split_train,story158_Q1_2,"Given the following five events: (Charlie Johnson was born in Aberdeen), (Charlie Johnson played for London Rangers), (Charlie Johnson played for Florida Panthers hockey team), (Charlie Johnson played for Riverton Athletics Club), (Charlie Johnson played for Sapphire United F.C.). Which event is the third one in chronological order?",Charlie Johnson played for Florida Panthers hockey team,Charlie Johnson played for Florida Panthers hockey team,<answer> Charlie Johnson played for Florida Panthers hockey team </answer>,True
119,standard,tgqa_split_train,story206_Q7_0,What happened right before the event (Benjamin Evans was married to Emma Miller) starts?,"Emma Miller was born in Greenville,Ohio",Benjamin Evans and Emma Miller were married in 1932.,<answer> Benjamin Evans and Emma Miller were married in 1932. </answer>,True
120,standard,tgqa_split_train,story211_Q0_0,"Which event started first, (David Anderson won prize New name: International Prize for Technology) or (David Anderson studied in Oceanview College, Boston)?","David Anderson studied in Oceanview College,Boston","David Anderson studied in Oceanview College, Boston","<answer> David Anderson studied in Oceanview College, Boston </answer>",True
121,standard,tgqa_split_train,story246_Q7_0,What happened right before the event (Lucy Montgomery was married to Leo Harrison) starts?,Leo Harrison was married to Lucy Montgomery,Leo Harrison was married to Lucy Montgomery,<answer> Leo Harrison was married to Lucy Montgomery </answer>,True
122,standard,tgqa_split_train,story261_Q0_0,"Which event started first, (Emily H. Nelson was married to Sara Collins) or (Emily H. Nelson died in Riverside, California)?",Emily H. Nelson was married to Sara Collins,Emily H. Nelson was married to Sara Collins,<answer> Emily H. Nelson was married to Sara Collins </answer>,True
123,standard,tgqa_split_train,story204_Q1_2,"Given the following five events: (Oscar Reynolds (swimmer) played for Hampstead Wanderers F.C.), (Oscar Reynolds (swimmer) played for Champion City F.C.), (Oscar Reynolds (swimmer) played for Sapphire United F.C.), (Oscar Reynolds (swimmer) played for Seattle Tigers F.C.), (Oscar Reynolds (swimmer) played for Quincy Tigers AFC). Which event is the second one in chronological order?",Oscar Reynolds (swimmer) played for Hampstead Wanderers F.C.,(Oscar Reynolds (swimmer) played for Champion City F.C.),<answer> (Oscar Reynolds (swimmer) played for Champion City F.C.) </answer>,True
124,standard,tgqa_split_train,story181_Q7_1,What happened right before the event (Sophia Anderson was married to Liam Richardson) starts?,Alexandra Jones was married to Liam Richardson,Liam Richardson was married to Alexandra Jones,<answer> Liam Richardson was married to Alexandra Jones </answer>,True
125,standard,tgqa_split_train,story58_Q1_0,"Given the following five events: (James Thompson was born in Seattle), (James Thompson created Wilder in the Woods), (James Thompson created The Flying Hawk Mystery), (James Thompson created Racing Tiger Adventure), (James Thompson created Indigo Meadows (novel)). Which event is the fifth one in chronological order?",James Thompson created Wilder in the Woods,James Thompson created H3Y7T2,<answer> James Thompson created H3Y7T2 </answer>,True
126,standard,tgqa_split_train,story345_Q8_0,True or false: event (Jason Mitchell was married to Oliver Hartman) was longer in duration than event (Oliver Hartman was married to Jason Mitchell)?,False,false,<answer> false </answer>,True
127,standard,tgqa_split_train,story15_Q2_0,How long did the event (Matt Patterson was married to Lucas Anderson) last?,27,7 years,<answer> 7 years </answer>,True
128,standard,tgqa_split_train,story399_Q0_0,"Which event started first, (Michael Richards played for Galaxy Rovers) or (Michael Richards played for Dallas national under-19 football team)?",Michael Richards played for Dallas national under-19 football team,2004,<answer> 2004 </answer>,True
129,standard,tgqa_split_train,story464_Q0_0,"Which event started first, (Emma Mitchell was married to Liam Gardner) or (Mike Johnson was married to Emma Mitchell)?",Mike Johnson was married to Emma Mitchell,Mike Johnson was married to Emma Mitchell,<answer> Mike Johnson was married to Emma Mitchell </answer>,True
130,standard,tgqa_split_train,story56_Q1_0,"Given the following five events: (Elijah Powell played for Brooklyn United F.C.), (Elijah Powell played for Wolverhampton Wanderers), (Elijah Powell played for Chelsea Knights F.C.), (Elijah Powell played for Manchester United F.C.), (Elijah Powell played for Riverside United (F.C.)). Which event is the first one in chronological order?",Elijah Powell played for Wolverhampton Wanderers,Elijah Powell played for Brooklyn United F.C.,<answer> Elijah Powell played for Brooklyn United F.C. </answer>,True
131,standard,tgqa_split_train,story13_Q4_0,When did the event (Oliver Peterson played for Manchester Rovers) start?,2004,2004,<answer> 2004 </answer>,True
132,standard,tgqa_split_train,story339_Q5_0,True or false: event (Oliver Mitchell created Springfield in the Mountains (film)) and event (Sarah Thompson was married to Oliver Mitchell) started at the same year?,False,false,<answer> false </answer>,True
133,standard,tgqa_split_train,story90_Q1_2,"Given the following five events: (David Wright played for Rockville United (Manchester)), (David Wright played for Italy national under-20 basketball team), (David Wright played for Orange River soccer club), (David Wright played for Rosemary United Football Club), (David Wright played for United Tigers). Which event is the first one in chronological order?",David Wright played for Italy national under-20 basketball team,David Wright played for Italy national under-20 basketball team,<answer> David Wright played for Italy national under-20 basketball team </answer>,True
